OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
OTU_1458	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	96.903	100
OTU_1634	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	97.333	100
OTU_1674	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	94.222	100
OTU_1903	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	96.889	100
OTU_1910	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	96.985	88
OTU_1987	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	99.556	100
OTU_2082	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	98.222	100
OTU_2142	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	90.667	100
OTU_3058	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	97.778	100
OTU_3127	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	91.111	100
OTU_3719	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia		Fungi	96.889	100
OTU_877	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Ramularia			0	0
OTU_1801	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Scleroramularia	Scleroramularia asiminae	Fungi	98.214	99
OTU_289	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Septoria		Fungi	97.268	81
OTU_82	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina	Sphaerulina berberidis	Fungi	99.556	100
OTU_389	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Sphaerulina	Sphaerulina neoaceris	Fungi	99.552	99
OTU_112	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Stomiopeltis	Stomiopeltis syzygii	Fungi	97.321	99
OTU_9	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales		Stomiopeltis		Fungi	100	77
OTU_220	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Stomiopeltis		Fungi	97.175	78
OTU_1425	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Stomiopeltis		Fungi	96	99
OTU_343	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria		Fungi	98.157	96
OTU_530	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria		Fungi	94.667	100
OTU_2560	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Teratosphaeria		Fungi	95.595	100
OTU_2887	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Xenoramularia	Xenoramularia neerlandica	Fungi	98.667	100
OTU_600	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Xenosonderhenia		Fungi	94.298	100
OTU_442	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Xenosonderhenioides	Xenosonderhenioides indonesiana	Fungi	96.569	91
OTU_3698	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae	Xenoteratosphaeria		Fungi	96.444	100
OTU_701	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium citrigriseum	Fungi	96.053	100
OTU_1683	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium fructigenum	Fungi	98.23	100
OTU_3315	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium	Zasmidium fructigenum	Fungi	98.23	100
OTU_2445	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium		Fungi	95.111	99
OTU_3710	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zasmidium		Fungi	97.345	100
OTU_1243	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria	Zymoseptoria verkleyi	Fungi	97.778	100
OTU_186	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	97.797	100
OTU_216	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	97.778	100
OTU_798	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	97.333	100
OTU_902	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	96.479	63
OTU_2401	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	96.889	100
OTU_2884	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	97.333	100
OTU_3677	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae	Zymoseptoria		Fungi	96.476	100
OTU_872	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Eukaryota_kgd_Incertae_sedis	95.082	81
OTU_3274	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Eukaryota_kgd_Incertae_sedis	91.848	81
OTU_189	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	95.58	80
OTU_194	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	99.51	91
OTU_221	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	97.778	100
OTU_280	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	100	86
OTU_286	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	94.714	100
OTU_290	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	98.673	100
OTU_345	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	98.222	100
OTU_402	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	95.133	100
OTU_424	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	96.903	100
OTU_433	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	95.556	100
OTU_481	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	92.982	100
OTU_524	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	97.959	65
OTU_540	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	98.667	100
OTU_586	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	91.189	100
OTU_663	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	100	89
OTU_741	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	96.373	84
OTU_759	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	90.265	100
OTU_904	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	91.667	100
OTU_927	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	92.511	100
OTU_963	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	95.556	100
OTU_1026	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	95.855	86
OTU_1031	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	99.505	90
OTU_1164	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	91.266	100
OTU_1189	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	100	81
OTU_1242	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	95.133	99
OTU_1268	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	95.154	100
OTU_1282	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	98.598	95
OTU_1347	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	92.174	100
OTU_1356	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	88.889	100
OTU_1375	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	94.444	80
OTU_1390	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	96.035	100
OTU_1514	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	100	81
OTU_1547	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	95.089	99
OTU_1559	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	94.273	100
OTU_1598	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	98.661	99
OTU_1859	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	96.903	100
OTU_1882	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	83.453	60
OTU_1904	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	83.974	65
OTU_1920	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	80.342	100
OTU_1927	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	99.556	100
OTU_2225	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	86.147	100
OTU_2298	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	96.347	97
OTU_2304	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	97.884	84
OTU_2314	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	91.667	100
OTU_2337	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	97.253	80
OTU_2343	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	94.444	95
OTU_2344	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	89.868	100
OTU_2365	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	85.784	80
OTU_2513	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	85.841	100
OTU_2517	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	89.177	100
OTU_2520	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	86.784	100
OTU_2571	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	95.111	100
OTU_2583	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	93.363	100
OTU_2586	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	87.773	100
OTU_2625	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	93.45	100
OTU_2681	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	82.781	66
OTU_2812	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	91.739	100
OTU_2837	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	90.708	100
OTU_2851	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	92.444	100
OTU_2986	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	90.222	100
OTU_3024	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	91.593	100
OTU_3081	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	91.111	100
OTU_3186	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	100	77
OTU_3269	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	95.575	100
OTU_3279	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	94.222	100
OTU_3320	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	88.158	100
OTU_3331	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	96.444	100
OTU_3361	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	94.273	100
OTU_3454	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	95.872	96
OTU_3465	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	96.018	100
OTU_3571	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Fungi	96	100
OTU_3610	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	96.46	100
OTU_3743	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Teratosphaeriaceae			Fungi	90.351	100
OTU_3864	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales				Fungi	96.622	65
OTU_1841	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae			Viridiplantae	92.07	100
OTU_125	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_635	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_1891	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_1914	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_2413	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales					0	0
OTU_3556	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_3680	Fungi	Ascomycota	Dothideomycetes	Mycosphaerellales	Mycosphaerellaceae				0	0
OTU_3711	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe	Elsinoe eucalyptorum		0	0
OTU_2233	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe		Fungi	94.714	99
OTU_3005	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae	Elsinoe		Fungi	90.708	99
OTU_1885	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Endosporiaceae	Endosporium	Endosporium aviarium	Fungi	99.468	84
OTU_460	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	95.575	100
OTU_1969	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	95.154	100
OTU_2016	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	96.46	100
OTU_2278	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	99.497	88
OTU_2294	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	93.805	100
OTU_2815	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium		Fungi	94.248	100
OTU_149	Fungi	Ascomycota	Dothideomycetes	Myriangiales				Fungi	97.409	84
OTU_696	Fungi	Ascomycota	Dothideomycetes	Myriangiales				Fungi	97.268	81
OTU_845	Fungi	Ascomycota	Dothideomycetes	Myriangiales				Fungi	98.907	81
OTU_991	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae			Fungi	83.654	91
OTU_1160	Fungi	Ascomycota	Dothideomycetes	Myriangiales				Fungi	92.965	88
OTU_1506	Fungi	Ascomycota	Dothideomycetes	Myriangiales				Fungi	84.279	98
OTU_1586	Fungi	Ascomycota	Dothideomycetes	Myriangiales	Elsinoaceae			Fungi	82.569	91
OTU_2660	Fungi	Ascomycota	Dothideomycetes	Myriangiales				Fungi	92.473	83
OTU_1439	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium banksiae	Fungi	98.661	99
OTU_2563	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium schulzeri	Fungi	96	100
OTU_1119	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	98.122	95
OTU_1351	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	96.889	100
OTU_1455	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	95.536	99
OTU_1711	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	98.667	100
OTU_1756	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	95.946	98
OTU_1952	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	95.516	99
OTU_2030	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	98.222	100
OTU_2841	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	87.054	99
OTU_2988	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	97.768	99
OTU_3103	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium		Fungi	93.778	100
OTU_1817	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales		Halokirschsteiniothelia		Fungi	95.133	100
OTU_3030	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Lophium		Fungi	97.826	81
OTU_2491	Fungi	Ascomycota	Dothideomycetes	Neocelosporiales	Neocelosporiaceae	Neocelosporium	Neocelosporium eucalypti	Fungi	96.413	99
OTU_1798	Fungi	Ascomycota	Dothideomycetes	Neocelosporiales	Neocelosporiaceae	Neocelosporium		Fungi	92.576	100
OTU_3167	Fungi	Ascomycota	Dothideomycetes	Neophaeosphaeria	Neophaeosphaeria agaves			Fungi	98.958	85
OTU_960	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma		Fungi	96.035	100
OTU_1171	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium	Chrysosporium lobatum	Fungi	96.916	100
OTU_449	Fungi	Ascomycota	Eurotiomycetes	Onygenales					0	0
OTU_1421	Fungi	Ascomycota	Eurotiomycetes	Onygenales					0	0
OTU_2195	Fungi	Ascomycota	Eurotiomycetes	Onygenales					0	0
OTU_2598	Fungi	Ascomycota	Eurotiomycetes	Onygenales					0	0
OTU_3125	Fungi	Ascomycota	Eurotiomycetes	Onygenales					0	0
OTU_3787	Fungi	Ascomycota	Eurotiomycetes	Onygenales					0	0
OTU_3548	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae			Fungi	95.789	84
OTU_1561	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	Dactylaria dimorphospora	Fungi	96.035	100
OTU_3130	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dicranidion	Dicranidion fissile		0	0
OTU_3119	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia clavuliformis	Fungi	99.556	100
OTU_2407	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia quaestiformis	Fungi	96.729	95
OTU_3216	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia rectispora	Fungi	99.556	100
OTU_3470	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia rectispora	Fungi	100	95
OTU_2888	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia		Fungi	87.719	100
OTU_3223	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia		Fungi	93.989	81
OTU_1221	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Retiarius	Retiarius bovicornutus	Fungi	87.019	91
OTU_1364	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Eukaryota_kgd_Incertae_sedis	95.082	81
OTU_243	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Fungi	83.898	100
OTU_361	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae			Fungi	98.605	96
OTU_1579	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Fungi	93.392	100
OTU_1590	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Fungi	83.772	98
OTU_1722	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae			Fungi	92.821	86
OTU_1879	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Fungi	91.703	100
OTU_1961	Fungi	Ascomycota	Orbiliomycetes	Orbiliales				Fungi	84.12	100
OTU_3552	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae			Fungi	99.111	100
OTU_1251	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae				0	0
OTU_1637	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae				0	0
OTU_3106	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae				0	0
OTU_1776	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Absconditella	Absconditella rubra	Fungi	96.714	93
OTU_3258	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Gomphillaceae	Corticifraga	Corticifraga peltigerae	Fungi	89.868	100
OTU_3078	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cryptodiscus		Fungi	89.947	84
OTU_2922	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Cyanodermella		Fungi	86.486	98
OTU_675	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Eriospora	Eriospora leucostoma	Fungi	97.706	96
OTU_2510	Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Fitzroyomyces	Fitzroyomyces cyperacearum	Fungi	92.727	97
OTU_2331	Fungi	Ascomycota	Sordariomycetes		Papulosaceae	Wongia		Fungi	100	82
OTU_2798	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera didactyla	Fungi	93.991	100
OTU_1648	Fungi	Ascomycota	Lecanoromycetes	Peltigerales					0	0
OTU_2607	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella calycina		0	0
OTU_2679	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella calycina		0	0
OTU_3659	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Helvella	Helvella calycina		0	0
OTU_2155	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Heydenia		Fungi	97.814	81
OTU_2925	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	Iodophanus carneus	Fungi	98.907	81
OTU_3650	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Morchella	Morchella punctipes	Fungi	100	81
OTU_3871	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Pachyphlodes		Fungi	88.5	88
OTU_2390	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza fimeti	Fungi	95.111	100
OTU_813	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza ninguis	Fungi	95.556	100
OTU_1780	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza varia	Fungi	94.323	100
OTU_1959	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza varia	Fungi	99.065	95
OTU_2190	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza		Fungi	95.07	62
OTU_2834	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza		Fungi	98.907	81
OTU_1655	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania	Pseudoplectania lignicola	Fungi	99.465	83
OTU_2558	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania	Pseudoplectania nigrella	Fungi	88.546	100
OTU_2972	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania	Pseudoplectania nigrella	Fungi	93.264	81
OTU_2809	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Pseudoplectania		Fungi	88.646	100
OTU_2662	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Sarcoscypha	Sarcoscypha austriaca	Fungi	100	81
OTU_1436	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber canaliculatum	Fungi	99.454	81
OTU_2063	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber		Fungi	96.444	100
OTU_1789	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae	Urnula	Urnula craterium	Fungi	100	81
OTU_419	Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa		Fungi	98.907	81
OTU_1565	Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcosomataceae			Fungi	94.536	81
OTU_1955	Fungi	Ascomycota	Pezizomycetes	Pezizales				Fungi	98.222	100
OTU_1975	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae			Fungi	98.585	94
OTU_2387	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae			Fungi	82.143	99
OTU_2178	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae				0	0
OTU_2731	Fungi	Ascomycota	Leotiomycetes	Phacidiales	Helicogoniaceae	Eleutheromyces		Fungi	97.273	98
