OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
OTU_3219	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	90.547	89
OTU_3234	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	90.909	97
OTU_3255	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	92.694	97
OTU_3264	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	88.739	98
OTU_3281	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	89.732	99
OTU_3284	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	91.15	100
OTU_3287	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			Fungi	98.222	100
OTU_3299	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	91.031	99
OTU_3301	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	92.035	100
OTU_3313	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	96.889	100
OTU_3344	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	90.374	83
OTU_3345	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	88.889	100
OTU_3349	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	94.366	95
OTU_3360	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	84.889	100
OTU_3362	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	88	100
OTU_3382	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	98.78	97
OTU_3383	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	84.545	97
OTU_3386	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	92	100
OTU_3390	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	88.942	92
OTU_3402	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	86.222	100
OTU_3417	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	88.393	99
OTU_3428	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	90	100
OTU_3431	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	86.937	98
OTU_3438	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	91.257	81
OTU_3439	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	92.889	100
OTU_3453	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	92.694	97
OTU_3473	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	97.285	98
OTU_3476	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	89.778	100
OTU_3485	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	87.33	98
OTU_3492	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	90.957	84
OTU_3500	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	97.268	81
OTU_3505	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae			Fungi	92.342	98
OTU_3515	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	88.987	100
OTU_3516	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	89.381	100
OTU_3519	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	90.61	95
OTU_3521	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	88.546	100
OTU_3529	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	85.78	96
OTU_3532	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	86.301	97
OTU_3545	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	88.889	99
OTU_3547	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	89.84	83
OTU_3554	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	83.871	96
OTU_3561	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	90.71	81
OTU_3580	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	86.283	99
OTU_3583	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	87.273	97
OTU_3584	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	94.931	96
OTU_3618	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	85.202	99
OTU_3624	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	88.889	100
OTU_3625	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	96.018	100
OTU_3660	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	81.651	96
OTU_3663	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	94.222	100
OTU_3671	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	92.92	100
OTU_3693	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Libertasomycetaceae			Fungi	82.222	100
OTU_3739	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae			Fungi	95.089	99
OTU_3741	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	92.391	81
OTU_3745	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae			Fungi	89.333	99
OTU_3747	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	87.273	97
OTU_3748	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae			Fungi	96.279	96
OTU_3753	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	82.727	97
OTU_3756	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	93.363	100
OTU_3792	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	92.958	95
OTU_3795	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	92	100
OTU_3807	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	89.333	100
OTU_3821	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	87.556	100
OTU_3831	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	91.855	98
OTU_3837	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	87	88
OTU_3843	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	95.872	96
OTU_3850	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	90.667	100
OTU_3863	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Fungi	98.667	100
OTU_3886	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	95.045	99
OTU_3887	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	84.234	98
OTU_3910	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae			Fungi	89.823	100
OTU_3915	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae			Fungi	88.942	92
OTU_445	Fungi	Ascomycota	Dothideomycetes	Pleosporales				Viridiplantae	97.368	100
OTU_504	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				0	0
OTU_1034	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_1074	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_1332	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae				0	0
OTU_2259	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_2382	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_2403	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_2465	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_2499	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_2749	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_2913	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3025	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				0	0
OTU_3048	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3179	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3416	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3536	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3550	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae				0	0
OTU_3613	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3652	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3808	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3885	Fungi	Ascomycota	Dothideomycetes	Pleosporales					0	0
OTU_3202	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Phaeoisaria	Phaeoisaria loranthacearum	Fungi	98.667	100
OTU_1591	Fungi	Ascomycota	Dothideomycetes	Radulidium	Radulidium subulatum			Fungi	96	100
OTU_3466	Fungi	Ascomycota	Dothideomycetes	Radulidium	Radulidium subulatum			Fungi	98.222	100
OTU_397	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Coccomyces	Coccomyces strobi	Fungi	99.111	100
OTU_1967	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Colpoma	Colpoma junipericola	Fungi	92.825	96
OTU_1947	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium macci	Fungi	98.492	88
OTU_2346	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium pinastri	Fungi	98.361	81
OTU_2228	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium	Lophodermium resinosum	Fungi	99.107	99
OTU_715	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium		Fungi	86.937	97
OTU_1049	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium		Fungi	93.363	100
OTU_2026	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium		Fungi	100	85
OTU_2766	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Lophodermium		Fungi	94.66	92
OTU_541	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Rhytisma	Rhytisma acerinum	Fungi	100	92
OTU_1641	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae	Therrya	Therrya fuckelii	Fungi	95.111	100
OTU_1509	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Eukaryota_kgd_Incertae_sedis	100	91
OTU_3518	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Eukaryota_kgd_Incertae_sedis	82.667	67
OTU_114	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	85.088	100
OTU_643	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	99.111	100
OTU_699	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	99.468	84
OTU_1284	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	100	88
OTU_1341	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	90.116	75
OTU_2244	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	97.041	74
OTU_2512	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	98.969	86
OTU_2602	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	89.831	78
OTU_2823	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	79.487	67
OTU_3154	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	99.51	91
OTU_3676	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	87.5	86
OTU_3783	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Lophodermium			Fungi	93.013	100
OTU_3896	Fungi	Ascomycota	Leotiomycetes	Rhytismatales	Rhytismataceae			Fungi	88.889	81
OTU_1212	Fungi	Ascomycota	Rutola	Rutola graminis				Fungi	98.157	96
OTU_965	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Candida	Candida glaebosa	Fungi	99.548	98
OTU_263	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Candida	Candida parapsilosis	Fungi	99.556	100
OTU_314	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Candida	Candida sake	Fungi	99.556	100
OTU_2272	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Candida	Candida membranifaciens		Fungi	79.688	100
OTU_1986	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Cyberlindnera	Cyberlindnera jadinii	Fungi	100	85
OTU_1372	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Debaryomyces	Debaryomyces maramus	Fungi	99.55	99
OTU_1989	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Geotrichum	Geotrichum candidum	Fungi	96	100
OTU_1993	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycodaceae	Hanseniaspora		Fungi	97.345	100
OTU_2718	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Issatchenkia	Issatchenkia orientalis	Fungi	97.696	96
OTU_533	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella	Komagataella phaffii	Fungi	99.454	81
OTU_676	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Komagataella		Fungi	97.674	96
OTU_2238	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia		Fungi	98.068	92
OTU_2241	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Metschnikowia			0	0
OTU_367	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Debaryomycetaceae	Meyerozyma	Meyerozyma guilliermondii	Fungi	100	100
OTU_1647	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	Pichia fermentans	Fungi	100	100
OTU_2067	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces		Fungi	98.222	100
OTU_3903	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Saccharomyces		Fungi	96.482	88
OTU_1440	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Saprochaete		Fungi	100	100
OTU_971	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Starmerella	Starmerella bombicola	Fungi	99.524	93
OTU_2247	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Starmerella		Fungi	91.189	100
OTU_2522	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Phaffomycetaceae	Wickerhamomyces	Wickerhamomyces anomalus	Fungi	99.492	88
OTU_2455	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Dipodascaceae	Yarrowia		Fungi	100	100
OTU_496	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Zygosaccharomyces		Fungi	97.778	100
OTU_1980	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales		Candida	Candida bombi	Fungi	98.98	87
OTU_150	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales				Fungi	98.438	85
OTU_829	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae			Fungi	80.374	95
OTU_1688	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales				Fungi	97.653	95
OTU_2476	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Erysiphaceae				0	0
OTU_3388	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales					0	0
OTU_1028	Fungi	Ascomycota	Sareomycetes	Sareales	Sareaceae	Sarea	Sarea resinae	Fungi	97.156	94
OTU_1379	Fungi	Ascomycota	Sordariomycetes	Savoryellales				Fungi	94.086	80
OTU_1898	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodospora		Fungi	97.297	81
OTU_3273	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum domesticum	Fungi	100	100
OTU_1768	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora fici	Fungi	100	100
OTU_931	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	Chaetomium nepalense	Fungi	99.556	100
OTU_1018	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium		Fungi	93.534	100
OTU_838	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Lasiosphaeris		Fungi	98.907	81
OTU_1654	Fungi	Ascomycota	Sordariomycetes	Sordariales	Podosporaceae	Podospora		Fungi	100	81
OTU_682	Fungi	Ascomycota	Sordariomycetes	Sordariales	Schizotheciaceae	Pseudoechria	Pseudoechria longicollis	Fungi	96.444	100
OTU_393	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariaceae	Sordaria		Fungi	99.556	100
OTU_2323	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Trichocladium		Eukaryota_kgd_Incertae_sedis	98.673	100
OTU_2506	Fungi	Ascomycota	Sordariomycetes	Sordariales				Eukaryota_kgd_Incertae_sedis	96.889	100
OTU_1250	Fungi	Ascomycota	Sordariomycetes	Sordariales				Fungi	100	100
OTU_1905	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae			Fungi	99.526	93
OTU_2135	Fungi	Ascomycota	Sordariomycetes	Sordariales				Fungi	91.892	81
OTU_3171	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae			Fungi	94.667	100
OTU_3703	Fungi	Ascomycota	Sordariomycetes	Sordariales				Fungi	98.907	81
OTU_1158	Fungi	Ascomycota	Sordariomycetes	Sordariales					0	0
OTU_2235	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	Protomyces inouyei	Fungi	99.556	100
OTU_49	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina caerulescens	Fungi	99.487	86
OTU_62	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina confusa	Fungi	95.111	100
OTU_542	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina deformans	Fungi	100	86
OTU_18	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina inositophila	Fungi	99.485	86
OTU_23	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina letifera	Fungi	96.07	98
OTU_2680	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina letifera	Fungi	95.217	98
OTU_2033	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina pruni	Fungi	96	100
OTU_1772	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina robinsoniana	Fungi	100	86
OTU_167	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina sacchari	Fungi	96	100
OTU_1295	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina sacchari	Fungi	95.556	100
OTU_416	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina tormentillae	Fungi	96	100
OTU_350	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina	Taphrina ulmi	Fungi	97.938	86
OTU_36	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	98.655	99
OTU_72	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	100	81
OTU_84	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	100	86
OTU_155	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	100	86
OTU_197	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	88.053	100
OTU_246	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	93.392	100
OTU_272	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	86.979	84
OTU_438	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	92.444	100
OTU_443	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	86.099	99
OTU_568	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	98.361	81
OTU_658	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	92.889	100
OTU_978	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	91.979	81
OTU_2321	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	94.714	100
OTU_2589	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	99.556	99
OTU_2590	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	99.457	81
OTU_2767	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	86.036	98
OTU_2944	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	95.897	86
OTU_3208	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	86.192	100
OTU_3627	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	97.814	81
OTU_3799	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina		Fungi	99.457	82
OTU_76	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina			0	0
OTU_261	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae	Taphrina			0	0
OTU_1521	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Taphrinaceae			Fungi	97.849	81
OTU_2085	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae			Fungi	100	95
OTU_2376	Fungi	Ascomycota	Taphrinomycetes	Taphrinales	Protomycetaceae			Fungi	92.045	78
OTU_3312	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Athallia	Athallia pyracea	Fungi	99.454	81
OTU_3410	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Caloplaca		Fungi	92.478	100
OTU_3593	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Gyalolechia	Gyalolechia stipitata		0	0
OTU_2113	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae			Fungi	97.664	95
OTU_1979	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Hyphozyma	Hyphozyma roseonigra	Fungi	91.63	100
OTU_628	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus		Fungi	100	95
OTU_3588	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae			Eukaryota_kgd_Incertae_sedis	100	100
OTU_549	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae			Fungi	99.556	100
OTU_815	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Thelebolaceae			Fungi	99.556	100
OTU_1253	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae			Fungi	96.444	100
OTU_136	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora oryzae	Fungi	98.667	100
OTU_3852	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	Nigrospora oryzae	Fungi	97.788	100
OTU_771	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora		Fungi	97.778	100
OTU_3354	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Camporesiomyces	Camporesiomyces mali	Fungi	99.468	84
OTU_336	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicoma		Fungi	100	81
OTU_3139	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Neochlamydotubeufia	Neochlamydotubeufia khunkornensis	Fungi	97.537	89
OTU_2065	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Neohelicomyces		Fungi	97.748	99
OTU_2820	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Zaanenomyces		Fungi	99.558	100
OTU_783	Fungi	Ascomycota	Dothideomycetes	Tubeufiales				Fungi	95.197	100
OTU_2446	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae			Fungi	90.393	100
OTU_3523	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae			Fungi	92.021	84
OTU_3573	Fungi	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Myrmaecium	Myrmaecium fulvopruinatum	Fungi	90.541	98
OTU_377	Fungi	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Valsaria	Valsaria insitiva	Fungi	97.333	100
OTU_88	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Fraxinicola	Fraxinicola europaea	Fungi	100	95
OTU_3244	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Fusicladium		Fungi	98.598	95
OTU_2901	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis		Fungi	88.546	100
OTU_3297	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis		Fungi	92.035	100
OTU_2191	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Pseudosigmoidea		Fungi	95.628	81
OTU_3639	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium		Fungi	89.083	100
