OTU,Kingdom,Phylum,Class,Order,Family,Genus,primary_lifestyle,Secondary_lifestyle,Endophytic_interaction_capability_template,Decay_substrate_template,Aquatic_habitat_template,Growth_form_template,Fruitbody_type_template,Hymenium_type_template
OTU_2467,Fungi,Basidiomycota,Agaricomycetes,Boletales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2877,Fungi,Basidiomycota,Agaricomycetes,Boletales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1371,Fungi,Basidiomycota,Agaricomycetes,Russulales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2949,Fungi,Basidiomycota,Agaricomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_21,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_132,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_215,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_320,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_341,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_375,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_423,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_501,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_509,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_616,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_872,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1014,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1176,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,Acremonium,unspecified_saprotroph,0,foliar_endophyte,"leaf/fruit/seed,soil,dung,animal_material",0,filamentous_mycelium,0,0
OTU_1192,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,litter_saprotroph,wood_saprotroph,0,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth
OTU_1236,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1244,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1350,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1357,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,unspecified_saprotroph,0,foliar_endophyte,"leaf/fruit/seed,soil,dung,animal_material",partly_aquatic,filamentous_mycelium,0,0
OTU_1364,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1374,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1397,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1432,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,mycoparasite,0,foliar_endophyte,"leaf/fruit/seed,soil,fungal_material",0,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_1434,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_1509,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1524,Fungi,Ascomycota,Lecanoromycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1528,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_1540,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Piniphoma,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1574,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1638,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1677,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,litter_saprotroph,animal_parasite,0,"leaf/fruit/seed,animal_material",non-aquatic,dimorphic_yeast,none,none
OTU_1681,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1685,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1745,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_1781,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1804,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1823,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1892,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1984,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2037,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2038,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2051,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,litter_saprotroph,animal_parasite,0,"leaf/fruit/seed,animal_material",non-aquatic,dimorphic_yeast,none,none
OTU_2077,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2096,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2104,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2130,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2189,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2207,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2214,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Veronaea,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,dimorphic_yeast,0,0
OTU_2263,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2313,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2323,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium,unspecified_saprotroph,0,0,unspecified,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2424,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2442,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2468,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2506,Fungi,Ascomycota,Sordariomycetes,Sordariales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2516,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2555,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,Myrothecium,litter_saprotroph,0,0,"leaf/fruit/seed,fungal_material",0,filamentous_mycelium,0,0
OTU_2588,Fungi,Ascomycota,Lecanoromycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2614,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2640,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2684,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed
OTU_2727,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Parastagonospora,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2732,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2759,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2762,Fungi,Ascomycota,Dothideomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2780,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2838,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2862,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2873,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2919,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2943,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_2965,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_3010,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3017,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3021,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3032,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3041,Fungi,Ascomycota,Sordariomycetes,Hypocreales,,Acremonium,unspecified_saprotroph,0,foliar_endophyte,"leaf/fruit/seed,soil,dung,animal_material",0,filamentous_mycelium,0,0
OTU_3061,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3071,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3110,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3168,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3199,Fungi,Ascomycota,Cytosporella,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3222,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3240,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Stachybotryaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3247,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3262,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3274,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3296,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3328,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3358,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3366,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3406,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3432,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3469,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3494,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3503,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,unspecified_saprotroph,0,foliar_endophyte,soil,partly_aquatic,filamentous_mycelium,0,0
OTU_3518,Fungi,Ascomycota,Leotiomycetes,Rhytismatales,Rhytismataceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3541,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3588,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3628,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Cyphellophoraceae,Cyphellophora,litter_saprotroph,animal_parasite,0,"leaf/fruit/seed,animal_material",non-aquatic,dimorphic_yeast,none,none
OTU_3644,Fungi,Ascomycota,Dothideomycetes,Pleosporales,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3656,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_3657,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3670,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_3690,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3722,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3811,Fungi,Ascomycota,Cytosporella,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_3833,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Exophiala,animal_parasite,litter_saprotroph,root_endophyte_dark_septate,"leaf/fruit/seed,animal_material",partly_aquatic,dimorphic_yeast,0,0
OTU_3916,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_1,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_2,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_3,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Epicoccum,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,0,filamentous_mycelium,0,0
OTU_4,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,sooty_mold,0,foliar_endophyte,"leaf/fruit/seed,roots,animal_material,sugar-rich_substrates",non-aquatic,dimorphic_yeast,0,0
OTU_5,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_6,Fungi,Ascomycota,Leotiomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_9,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,,Stomiopeltis,epiphyte,unspecified_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_11,Fungi,Ascomycota,Dothideomycetes,,,Peltaster,plant_pathogen,0,0,0,0,filamentous_mycelium,0,0
OTU_13,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_14,Fungi,Ascomycota,Leotiomycetes,Helotiales,Discinellaceae,Lemonniera,litter_saprotroph,0,0,leaf/fruit/seed,partly_aquatic,filamentous_mycelium,0,0
OTU_18,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_20,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Neosetophoma,litter_saprotroph,foliar_endophyte,foliar_endophyte,leaf/fruit/seed,partly_freshwater_(partly_non-aquatic),filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_22,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,0,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_23,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_25,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_27,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Seimatosporium,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_28,Fungi,Ascomycota,Dothideomycetes,,,Peltaster,plant_pathogen,0,0,0,0,filamentous_mycelium,0,0
OTU_34,Fungi,Ascomycota,Leotiomycetes,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_35,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_36,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_37,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_38,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,none,none
OTU_39,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,litter_saprotroph,0,foliar_endophyte,"wood,leaf/fruit/seed,soil,dung,animal_material",non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_40,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,plant_pathogen,litter_saprotroph,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"thyrothecium_(tiny_flattened_disc,_aperture_in_the_middle)",closed
OTU_43,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,plant_pathogen,0,0,leaf/fruit/seed,non-aquatic,filamentous_mycelium,chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_,closed
OTU_44,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,unspecified_saprotroph,0,0,"leaf/fruit/seed,soil,animal_material",0,filamentous_mycelium,0,0
OTU_47,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_48,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothideaceae,Scleroconidioma,plant_pathogen,litter_saprotroph,no_endophytic_capacity,"wood,leaf/fruit/seed",non-aquatic,filamentous_mycelium,other,0
OTU_49,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Taphrina,plant_pathogen,0,0,0,non-aquatic,dimorphic_yeast,0,0
OTU_51,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Septoriella,litter_saprotroph,0,no_endophytic_capacity,leaf/fruit/seed,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_52,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Trichomeriaceae,Trichomerium,foliar_endophyte,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_53,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,Dothiora,wood_saprotroph,0,no_endophytic_capacity,wood,non-aquatic,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed
OTU_54,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,plant_pathogen,litter_saprotroph,foliar_endophyte,leaf/fruit/seed,non-aquatic,filamentous_mycelium,0,0
OTU_55,Fungi,Ascomycota,,,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
OTU_59,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Neoascochyta,plant_pathogen,litter_saprotroph,0,leaf/fruit/seed,0,filamentous_mycelium,0,0
